datekey,customerkey,productkey,regionkey,salesrepkey,warehousekey,invoicenumber,invoicelineno,quantity,listprice,discountamount,netsales,cogs,grossmargin,currency
20240422,1,16,2,8,3,INV257525,5,48.37,128.52,825.95,5390.56,3186.33,2204.23,EUR
20241022,5,26,3,1,2,INV142942,2,14.87,122.68,19.41,1804.84,1068.01,736.83,EUR
20250316,23,22,1,1,2,INV244408,3,44.06,159.2,704.23,6310.12,4969.58,1340.54,EUR
20250728,10,3,3,3,3,INV306283,4,29.68,25.34,32.92,719.17,461.67,257.5,EUR
20241229,16,26,4,7,2,INV202905,3,46.09,123.44,197.2,5492.15,3464.15,2028.0,EUR
20241126,38,5,2,5,1,INV536535,5,10.78,67.95,43.56,688.94,536.09,152.85,EUR
20250417,35,6,4,13,2,INV200707,2,26.8,141.89,383.17,3419.48,2412.61,1006.87,EUR
20250101,30,12,4,8,2,INV530187,4,2.36,116.19,52.51,221.7,138.85,82.85,EUR
20240523,40,30,3,13,1,INV708512,5,19.28,127.97,444.06,2023.2,1544.39,478.81,EUR
20240224,26,5,4,11,1,INV585289,5,23.55,20.33,5.24,473.53,354.66,118.87,EUR
20251027,7,11,1,14,2,INV692910,4,34.84,174.22,147.43,5922.39,3999.89,1922.5,EUR
20250607,4,23,2,9,1,INV689351,4,7.68,180.06,176.91,1205.95,658.97,546.98,EUR
20251005,20,24,1,13,2,INV753959,2,6.62,10.01,8.0,58.27,31.25,27.02,EUR
20240409,16,7,1,8,1,INV973176,5,22.75,20.57,11.4,456.57,283.7,172.87,EUR
20240707,16,27,3,14,3,INV814416,4,43.11,127.26,474.39,5011.79,3462.44,1549.35,EUR
20240708,10,27,2,3,3,INV877691,5,10.82,101.29,63.44,1032.52,547.24,485.28,EUR
20250825,32,12,3,7,2,INV831541,1,23.73,164.56,115.72,3789.29,2216.84,1572.45,EUR
20240503,37,13,1,10,2,INV135739,5,22.78,182.54,295.01,3863.25,2093.07,1770.18,EUR
20250414,18,1,2,6,3,INV997412,5,11.33,181.48,215.92,1840.25,1203.36,636.89,EUR
20240627,10,12,3,8,3,INV924911,2,14.64,154.9,137.39,2130.35,1316.94,813.41,EUR
20251022,31,13,4,10,3,INV289136,5,35.72,106.33,500.52,3297.59,1905.24,1392.35,EUR
20251215,21,19,3,10,3,INV970198,4,4.31,15.61,9.86,57.42,32.7,24.72,EUR
20251112,7,16,4,6,1,INV909231,2,6.17,177.34,159.35,934.84,575.14,359.7,EUR
20250306,5,2,3,2,1,INV987936,1,22.63,81.12,231.78,1603.97,816.16,787.81,EUR
20240627,21,4,4,7,1,INV768357,5,28.27,47.19,131.03,1203.03,846.52,356.51,EUR
20240818,13,24,2,7,3,INV947954,2,5.21,14.61,14.61,61.51,32.53,28.98,EUR
20240204,9,29,1,6,2,INV695900,5,43.36,74.74,442.27,2798.46,2203.29,595.17,EUR
20251019,34,16,2,14,1,INV698076,4,25.54,77.73,357.24,1627.98,1230.8,397.18,EUR
20240309,29,14,4,14,1,INV696799,1,7.23,108.28,15.8,767.06,498.29,268.77,EUR
20240222,39,18,3,1,1,INV961224,3,46.19,57.76,375.26,2292.67,1193.07,1099.6,EUR
20240610,19,3,2,14,3,INV740939,5,16.3,127.54,226.99,1851.91,1421.42,430.49,EUR
20250819,31,30,3,11,1,INV133842,3,21.65,48.1,184.95,856.41,443.46,412.95,EUR
20240728,36,27,3,13,3,INV165356,2,25.18,163.08,463.08,3643.27,2488.36,1154.91,EUR
20240206,23,3,4,10,3,INV742182,1,44.49,100.97,116.31,4375.85,3137.48,1238.37,EUR
20240416,3,16,2,11,2,INV552476,4,15.87,171.47,528.72,2192.51,1110.36,1082.15,EUR
20240226,2,25,2,9,3,INV497817,1,28.07,19.91,85.58,473.29,335.39,137.9,EUR
20250316,28,18,2,2,2,INV223724,5,49.14,79.86,151.99,3772.33,2380.18,1392.15,EUR
20240229,16,8,1,10,1,INV338158,4,37.63,178.78,1067.22,5660.27,3794.73,1865.54,EUR
20240116,16,27,1,2,1,INV232871,4,9.85,18.31,12.61,167.74,116.84,50.9,EUR
20240907,19,5,4,8,3,INV228320,1,4.74,188.29,36.75,855.74,608.92,246.82,EUR
20241231,15,15,3,6,3,INV406900,2,26.82,60.83,227.68,1403.78,913.91,489.87,EUR
20240225,23,29,4,12,3,INV609825,3,4.84,183.29,149.29,737.83,484.24,253.59,EUR
20241108,36,7,1,6,3,INV956036,2,2.76,54.67,13.29,137.6,100.35,37.25,EUR
20240426,2,16,1,5,2,INV716814,4,15.72,193.37,36.31,3003.47,2271.74,731.73,EUR
20250128,32,1,4,7,2,INV146573,2,11.08,45.04,43.03,456.01,235.15,220.86,EUR
20241108,3,18,3,1,3,INV891127,3,46.21,182.42,1366.01,7063.62,4784.1,2279.52,EUR
20240129,22,24,4,14,2,INV920628,1,40.56,115.13,889.55,3780.12,2947.52,832.6,EUR
20241021,35,15,4,10,3,INV695908,5,13.74,192.46,247.16,2397.24,1912.48,484.76,EUR
20240831,9,30,1,5,3,INV387721,1,49.94,156.55,462.56,7355.55,4937.96,2417.59,EUR
20240209,40,9,3,5,3,INV362682,5,1.6,68.31,14.44,94.86,71.22,23.64,EUR
20240702,29,15,1,8,1,INV589097,1,48.33,101.24,826.24,4066.69,2299.11,1767.58,EUR
20240229,38,3,3,10,3,INV429280,1,22.58,59.02,209.69,1122.98,648.93,474.05,EUR
20250521,9,8,2,3,3,INV787842,1,12.4,134.37,61.4,1604.79,1046.35,558.44,EUR
20250326,38,11,1,9,3,INV339025,1,47.63,198.47,1843.89,7609.24,3841.41,3767.83,EUR
20241227,35,23,1,10,1,INV466718,1,4.8,94.32,46.27,406.47,232.13,174.34,EUR
20241129,37,12,4,2,3,INV547191,3,8.01,72.04,90.96,486.08,291.89,194.19,EUR
20250221,24,16,3,10,1,INV268100,3,3.19,186.76,108.65,487.11,247.29,239.82,EUR
20250915,14,26,3,9,3,INV918805,5,39.39,145.44,1076.96,4651.92,2854.66,1797.26,EUR
20250819,3,22,2,7,3,INV182255,1,47.97,198.54,1076.97,8446.99,6752.05,1694.94,EUR
20251007,36,24,4,9,3,INV227131,5,40.11,125.35,662.86,4364.93,2863.83,1501.1,EUR
20241120,18,7,3,4,2,INV354880,3,12.31,69.82,167.15,692.33,490.12,202.21,EUR
20250331,27,12,1,6,3,INV630205,1,45.82,134.13,743.91,5401.93,3428.55,1973.38,EUR
20250304,15,19,2,9,1,INV914165,4,34.03,136.52,562.65,4083.13,3016.44,1066.69,EUR
20241215,21,4,1,7,2,INV629558,2,29.22,130.2,587.9,3216.54,2476.61,739.93,EUR
20250409,1,6,1,7,2,INV902694,5,35.86,99.27,71.91,3487.91,2653.73,834.18,EUR
20250317,2,23,2,2,1,INV639908,5,46.01,181.81,592.86,7772.22,4824.18,2948.04,EUR
20250724,16,23,3,2,2,INV964776,3,29.98,127.16,757.98,3054.28,1568.59,1485.69,EUR
20241229,29,30,4,11,2,INV876677,4,15.18,100.65,41.13,1486.74,825.19,661.55,EUR
20250826,33,3,2,1,3,INV721856,3,34.02,96.17,209.67,3062.03,1693.35,1368.68,EUR
20250825,18,25,1,4,2,INV617255,3,3.37,108.36,38.36,326.81,213.23,113.58,EUR
20250312,19,11,4,6,1,INV250152,1,40.89,149.58,1210.06,4906.27,2763.23,2143.04,EUR
20250615,18,19,3,2,2,INV398624,2,6.81,62.03,37.08,385.34,295.02,90.32,EUR
20241022,17,20,1,4,3,INV392163,2,5.7,114.91,66.64,588.35,323.98,264.37,EUR
20250904,3,29,2,1,2,INV972944,1,19.11,63.55,230.23,984.21,618.04,366.17,EUR
20250331,34,5,4,5,1,INV851043,1,22.78,92.13,110.42,1988.3,1509.82,478.48,EUR
20241012,8,12,1,12,1,INV862693,1,17.03,106.34,100.0,1710.97,1179.18,531.79,EUR
20250609,5,23,3,1,2,INV205317,5,16.56,169.87,371.96,2441.09,1863.22,577.87,EUR
20240206,1,8,2,10,2,INV330906,2,14.0,38.77,88.35,454.43,327.22,127.21,EUR
20241016,9,7,1,9,3,INV885851,2,1.16,22.78,2.95,23.47,13.2,10.27,EUR
20240701,3,14,3,10,2,INV761679,5,12.5,76.25,101.12,852.0,669.93,182.07,EUR
20241103,15,29,3,11,2,INV614034,4,30.29,113.25,202.68,3227.66,1825.82,1401.84,EUR
20241021,27,15,3,4,3,INV545503,1,9.63,191.7,243.91,1602.16,968.14,634.02,EUR
20250211,9,25,4,14,2,INV730255,4,34.67,15.5,28.8,508.58,287.11,221.47,EUR
20250222,4,18,3,5,3,INV433046,4,20.18,93.97,151.2,1745.11,1350.21,394.9,EUR
20241001,32,24,2,6,3,INV958285,1,16.12,87.86,162.17,1254.13,689.72,564.41,EUR
20240730,8,20,3,3,3,INV665987,1,47.56,14.01,50.53,615.79,452.07,163.72,EUR
20241207,23,25,1,11,1,INV643842,2,18.74,47.7,28.07,865.83,572.06,293.77,EUR
20240822,19,26,2,6,2,INV533476,2,28.09,57.25,4.39,1603.76,1208.67,395.09,EUR
20250623,7,17,4,13,2,INV144339,2,14.87,14.61,27.44,189.81,134.09,55.72,EUR
20240204,18,24,1,14,2,INV787106,4,7.43,150.7,60.46,1059.24,556.6,502.64,EUR
20240316,33,24,4,1,1,INV878727,5,30.64,38.85,175.19,1015.17,748.98,266.19,EUR
20240717,39,28,3,13,2,INV545804,5,37.43,67.41,231.58,2291.58,1214.32,1077.26,EUR
20251102,37,16,4,5,2,INV197582,2,48.38,116.59,545.28,5095.34,3935.13,1160.21,EUR
20250630,33,8,4,1,2,INV862899,4,47.62,154.91,1054.26,6322.55,4019.13,2303.42,EUR
20250814,2,13,2,8,2,INV599967,5,6.34,69.02,12.58,425.01,292.82,132.19,EUR
20240326,7,18,2,4,2,INV722234,2,5.11,86.61,74.18,368.4,242.05,126.35,EUR
20250803,15,2,4,5,2,INV426584,3,41.88,16.94,97.76,611.69,415.72,195.97,EUR
20240106,18,23,2,13,3,INV933298,4,27.73,69.47,251.21,1675.19,999.34,675.85,EUR
20251226,31,17,1,2,2,INV833222,1,19.41,153.81,96.78,2888.67,2092.68,795.99,EUR
20240619,13,15,1,1,2,INV619238,2,31.68,109.67,97.19,3377.16,2574.29,802.87,EUR
20250304,26,1,3,2,2,INV408515,3,26.6,126.87,250.83,3123.91,2171.32,952.59,EUR
20240524,19,17,2,13,3,INV849181,3,26.45,57.74,141.38,1385.84,1082.15,303.69,EUR
20240518,11,17,4,1,2,INV536525,2,8.37,22.74,37.19,153.14,90.9,62.24,EUR
20240711,13,23,1,9,2,INV447115,1,3.99,99.05,12.37,382.84,231.67,151.17,EUR
20250726,15,12,1,4,2,INV397992,4,29.64,68.09,252.07,1766.12,1096.73,669.39,EUR
20240917,36,18,2,2,3,INV259825,1,36.8,63.2,122.31,2203.45,1169.36,1034.09,EUR
20250618,38,21,4,6,3,INV909478,5,30.63,193.67,874.71,5057.4,3463.14,1594.26,EUR
20250429,14,6,1,13,1,INV326957,1,46.55,126.84,169.26,5735.14,3685.63,2049.51,EUR
20240101,21,3,1,3,3,INV946446,4,21.84,99.62,131.66,2044.04,1488.07,555.97,EUR
20240903,36,13,4,13,2,INV840551,4,18.39,169.34,197.42,2916.74,1526.8,1389.94,EUR
20250911,14,6,3,12,1,INV980673,4,28.46,103.12,463.09,2471.71,1744.06,727.65,EUR
20250725,28,21,3,3,1,INV483450,4,38.77,75.74,249.06,2687.38,1841.1,846.28,EUR
20240714,25,12,2,12,1,INV305349,4,18.69,47.03,103.05,775.94,464.43,311.51,EUR
20250112,17,17,1,10,2,INV135156,3,32.44,85.68,553.52,2225.94,1583.27,642.67,EUR
20241007,4,19,1,14,3,INV593679,5,31.98,103.16,312.39,2986.67,2277.28,709.39,EUR
20250712,7,2,3,1,3,INV847960,2,35.58,43.61,264.07,1287.57,675.78,611.79,EUR
20240502,4,15,1,6,1,INV999563,5,14.6,171.99,329.0,2182.05,1573.77,608.28,EUR
20241206,21,29,2,10,3,INV484047,5,1.69,136.25,19.18,211.08,147.82,63.26,EUR
20240303,5,7,2,12,2,INV188047,2,22.73,62.35,56.32,1360.9,886.82,474.08,EUR
20240626,1,10,3,9,2,INV223432,3,23.85,168.86,69.35,3957.96,3083.57,874.39,EUR
20240331,8,30,1,3,3,INV190615,2,16.56,129.06,8.59,2128.64,1172.46,956.18,EUR
20240111,14,21,3,8,1,INV859459,2,16.08,139.37,422.51,1818.56,1380.97,437.59,EUR
20240515,20,2,4,12,2,INV286650,3,7.88,69.95,24.91,526.3,292.87,233.43,EUR
20240723,12,10,3,12,2,INV377395,1,25.0,119.95,209.23,2789.52,1931.88,857.64,EUR
20250405,11,2,4,3,3,INV696337,2,49.69,92.43,593.4,3999.45,2818.03,1181.42,EUR
20241022,14,11,3,2,3,INV910978,2,13.65,98.86,8.49,1340.95,716.86,624.09,EUR
20251105,12,16,2,8,3,INV438680,3,28.62,135.08,696.86,3169.13,1891.06,1278.07,EUR
20240417,23,28,1,3,2,INV598593,3,17.5,181.57,118.91,3058.57,1857.78,1200.79,EUR
20240615,30,18,2,13,1,INV560333,5,23.37,119.43,242.81,2548.27,1579.42,968.85,EUR
20240906,17,24,3,10,2,INV605998,4,15.71,194.45,536.08,2518.73,1836.03,682.7,EUR
20250603,7,14,4,13,2,INV705540,4,30.06,41.16,41.17,1196.1,705.91,490.19,EUR
20250903,34,7,2,3,3,INV449330,1,48.55,68.76,511.31,2826.99,2093.24,733.75,EUR
20250414,26,6,4,1,3,INV254655,2,44.26,67.24,47.84,2928.2,1671.58,1256.62,EUR
20240727,28,3,2,3,3,INV682324,3,1.24,40.27,1.0,48.93,32.54,16.39,EUR
20250207,14,30,4,11,2,INV971730,4,35.6,154.98,105.74,5411.55,2914.39,2497.16,EUR
20240516,26,25,3,5,3,INV865850,4,30.25,111.48,233.95,3138.32,2199.85,938.47,EUR
20250823,2,8,2,13,1,INV487063,3,17.65,166.42,358.68,2578.63,1870.81,707.82,EUR
20240320,15,5,4,4,1,INV321493,3,22.33,74.52,217.67,1446.36,907.9,538.46,EUR
20241018,20,13,4,1,2,INV542223,2,9.01,139.64,209.92,1048.24,670.33,377.91,EUR
20240325,23,22,1,11,2,INV942583,1,8.88,34.46,31.03,274.97,194.1,80.87,EUR
20240112,32,21,4,7,1,INV417670,4,13.67,130.48,215.34,1568.32,1161.69,406.63,EUR
20250406,33,12,4,12,2,INV985174,5,48.62,31.22,54.29,1463.63,918.02,545.61,EUR
20250127,6,5,1,6,3,INV718820,3,10.68,164.44,255.58,1500.64,955.15,545.49,EUR
20240219,30,10,1,2,2,INV582607,3,3.45,123.87,31.56,395.79,248.44,147.35,EUR
20251122,19,25,1,9,2,INV287410,3,18.49,13.33,16.0,230.47,159.21,71.26,EUR
20250902,8,12,1,9,3,INV515461,2,9.59,111.65,26.99,1043.73,567.16,476.57,EUR
20250520,28,29,3,6,2,INV822460,5,12.96,166.86,361.1,1801.41,1296.67,504.74,EUR
20250620,37,15,1,2,2,INV490904,1,8.19,195.6,204.35,1397.61,1068.63,328.98,EUR
20250126,33,24,1,6,3,INV885663,3,21.7,14.25,58.77,250.45,144.52,105.93,EUR
20251030,6,27,4,2,1,INV698626,3,49.75,126.96,681.09,5635.17,4159.41,1475.76,EUR
20251211,4,12,4,4,2,INV388134,2,14.57,137.57,242.38,1762.01,1361.9,400.11,EUR
20251125,19,9,1,7,1,INV119628,4,33.2,62.21,191.02,1874.35,1381.54,492.81,EUR
20251012,21,4,2,4,1,INV843449,3,11.83,126.16,217.35,1275.12,870.65,404.47,EUR
20250416,38,14,3,9,2,INV598705,5,1.62,74.71,8.38,112.65,71.34,41.31,EUR
20250418,32,7,2,11,2,INV368113,4,2.58,171.94,85.86,357.75,246.64,111.11,EUR
20250728,23,3,2,12,3,INV487125,3,15.3,69.91,144.29,925.33,470.87,454.46,EUR
20251001,38,6,3,10,2,INV535571,1,37.82,63.94,359.85,2058.36,1640.32,418.04,EUR
20250119,35,5,4,10,1,INV201690,4,11.7,198.5,265.11,2057.34,1138.92,918.42,EUR
20240611,26,18,4,6,1,INV538493,5,14.67,156.39,289.2,2005.04,1402.07,602.97,EUR
20251204,21,17,4,4,2,INV618870,4,15.03,185.66,87.6,2702.87,2059.59,643.28,EUR
20250213,19,1,3,13,2,INV788065,2,34.48,28.68,114.74,874.15,546.72,327.43,EUR
20250304,27,7,1,10,1,INV245303,5,31.38,199.79,751.79,5517.62,3970.72,1546.9,EUR
20240124,21,20,2,3,3,INV755879,4,34.53,190.85,29.94,6560.11,4463.52,2096.59,EUR
20251031,25,18,2,14,1,INV580005,3,36.43,55.47,190.83,1829.94,1306.28,523.66,EUR
20240723,21,5,3,2,1,INV317062,5,23.6,56.56,161.05,1173.77,935.39,238.38,EUR
20240630,30,17,1,13,3,INV978576,3,43.73,182.69,391.24,7597.79,5444.68,2153.11,EUR
20240312,1,24,1,11,3,INV526085,5,49.78,173.81,121.76,8530.5,5332.64,3197.86,EUR
20240923,35,4,1,8,2,INV967962,1,15.36,85.7,216.49,1099.86,803.59,296.27,EUR
20250107,26,23,4,7,1,INV208656,2,42.51,154.01,759.2,5787.77,4268.4,1519.37,EUR
20240622,24,14,3,3,1,INV934197,4,11.29,28.45,41.24,279.96,146.2,133.76,EUR
20251227,32,25,2,13,2,INV459077,3,34.77,72.83,228.1,2304.2,1330.39,973.81,EUR
20241008,39,2,2,3,3,INV402441,1,11.83,80.46,69.05,882.79,518.52,364.27,EUR
20240611,37,21,3,8,3,INV561229,3,8.57,162.99,35.91,1360.91,928.46,432.45,EUR
20250128,17,21,2,1,1,INV711561,3,8.27,12.29,7.4,94.24,61.5,32.74,EUR
20250613,26,16,2,6,3,INV263448,5,42.78,69.72,223.32,2759.3,2096.03,663.27,EUR
20250511,11,28,4,3,2,INV498325,1,33.77,22.3,33.86,719.21,404.14,315.07,EUR
20240602,18,20,1,11,1,INV473818,4,23.51,183.41,781.59,3530.38,2654.82,875.56,EUR
20250620,15,24,2,6,3,INV134435,4,31.69,190.89,613.9,5435.4,3160.37,2275.03,EUR
20250701,35,28,1,13,1,INV568328,5,26.62,56.49,239.78,1263.98,701.26,562.72,EUR
20251028,16,8,4,3,1,INV738727,3,28.05,27.36,29.17,738.28,553.13,185.15,EUR
20240306,9,17,3,1,1,INV338641,2,29.7,120.44,332.15,3244.92,2145.15,1099.77,EUR
20240222,21,26,1,4,2,INV222060,4,5.09,47.51,26.23,215.6,121.71,93.89,EUR
20250513,20,19,1,10,2,INV216941,4,39.09,47.01,296.14,1541.48,1054.87,486.61,EUR
20250412,1,9,4,10,2,INV616533,2,17.1,101.82,98.81,1642.31,1139.08,503.23,EUR
20240927,35,8,3,5,3,INV688528,5,16.13,93.61,295.11,1214.82,952.07,262.75,EUR
20250514,1,11,4,8,1,INV287480,1,38.26,137.87,99.77,5175.14,3925.91,1249.23,EUR
20241216,35,27,2,4,1,INV899908,2,11.45,105.34,77.2,1128.94,744.11,384.83,EUR
20240415,20,30,2,10,3,INV262107,3,8.66,155.62,211.8,1135.87,858.39,277.48,EUR
20250916,11,11,4,11,3,INV927062,4,39.21,61.18,447.55,1951.32,1251.96,699.36,EUR
20241106,24,5,3,6,3,INV471126,3,23.04,90.81,164.68,1927.58,1205.0,722.58,EUR
20250217,4,14,3,11,1,INV579083,3,1.95,143.82,11.7,268.75,192.16,76.59,EUR
20241028,24,1,3,7,2,INV441505,5,28.44,47.9,58.57,1303.71,848.56,455.15,EUR
20241007,7,3,2,3,2,INV857962,4,47.13,122.66,1100.75,4680.22,3669.35,1010.87,EUR
20251106,25,23,4,4,2,INV736176,5,19.38,29.27,72.57,494.68,288.31,206.37,EUR
20250113,29,30,3,2,2,INV240807,1,16.9,157.3,219.99,2438.38,1330.21,1108.17,EUR
20240603,38,10,2,9,1,INV559550,2,17.06,113.85,256.65,1685.63,1124.32,561.31,EUR
20241025,2,5,1,14,3,INV845959,3,47.9,78.63,582.06,3184.32,2306.03,878.29,EUR
20240807,12,11,4,4,2,INV479798,3,10.75,194.57,108.36,1983.27,1350.78,632.49,EUR
20240124,9,4,4,7,2,INV945220,4,40.11,168.02,81.26,6658.02,5305.73,1352.29,EUR
20250117,2,19,4,1,3,INV937055,3,39.72,103.48,472.52,3637.71,2511.16,1126.55,EUR
20240318,37,3,1,9,1,INV937383,5,42.47,26.67,208.98,923.69,630.89,292.8,EUR
20240714,5,25,4,14,2,INV588337,4,44.58,198.93,269.96,8598.34,5151.51,3446.83,EUR
20240705,37,11,4,9,3,INV875378,4,44.58,86.28,226.02,3620.34,2487.56,1132.78,EUR
20250203,2,1,2,6,2,INV257805,3,42.92,121.03,797.66,4396.95,2900.71,1496.24,EUR
20251031,13,25,3,12,3,INV260017,2,38.88,49.17,69.43,1842.3,935.64,906.66,EUR
20250908,3,25,2,9,2,INV172631,3,43.66,186.41,1071.32,7067.34,3961.32,3106.02,EUR
20240616,28,9,2,4,2,INV128622,2,44.0,189.43,205.22,8129.7,6376.97,1752.73,EUR
20240127,29,28,2,7,1,INV568516,4,20.56,49.07,76.78,932.1,693.81,238.29,EUR
20240405,12,17,1,3,1,INV226204,4,37.29,78.09,579.69,2332.29,1456.6,875.69,EUR
20240803,6,26,3,8,2,INV633447,1,47.3,13.07,46.99,571.22,357.59,213.63,EUR
20240412,23,12,3,14,1,INV555238,3,12.24,143.23,228.06,1525.08,1133.21,391.87,EUR
20250427,2,9,3,1,1,INV988578,2,9.69,11.76,11.82,102.13,55.36,46.77,EUR
20250426,3,2,2,14,3,INV793058,3,19.21,88.83,53.75,1652.67,911.82,740.85,EUR
20250615,10,24,2,6,1,INV924764,2,2.47,48.77,9.72,110.74,67.77,42.97,EUR
20240928,40,11,1,13,1,INV447688,1,44.55,16.5,128.2,606.88,469.77,137.11,EUR
20240217,35,13,2,3,1,INV115664,3,44.96,27.5,244.36,992.04,529.47,462.57,EUR
20250502,30,14,4,3,3,INV948743,1,16.26,99.2,291.27,1321.72,711.69,610.03,EUR
20251103,35,12,1,8,2,INV885088,5,10.62,51.67,14.25,534.49,418.34,116.15,EUR
20240818,6,24,1,12,2,INV396012,5,6.16,52.98,12.05,314.31,219.33,94.98,EUR
20241202,30,22,3,13,1,INV443874,4,19.36,37.59,107.18,620.56,468.66,151.9,EUR
20250129,4,26,2,3,1,INV249898,1,41.93,55.19,183.63,2130.49,1072.73,1057.76,EUR
20250507,31,28,3,4,3,INV956675,5,20.88,198.61,375.88,3771.1,2182.87,1588.23,EUR
20250326,8,24,3,11,3,INV453737,3,49.84,45.4,154.31,2108.43,1605.76,502.67,EUR
20250716,30,22,1,11,2,INV900345,5,13.88,158.57,187.75,2013.2,1021.95,991.25,EUR
20250710,9,4,2,8,1,INV226120,5,35.92,34.0,84.91,1136.37,722.47,413.9,EUR
20250720,6,28,2,7,3,INV304344,2,42.16,52.15,7.35,2191.29,1577.78,613.51,EUR
20241228,34,20,2,10,3,INV650549,1,40.21,78.9,146.21,3026.36,2373.12,653.24,EUR
20250627,11,12,2,2,3,INV273681,5,12.09,186.82,323.48,1935.17,1281.56,653.61,EUR
20250916,28,28,2,5,1,INV520345,3,20.1,109.13,184.81,2008.7,1291.52,717.18,EUR
20241125,9,24,3,1,1,INV363537,5,33.74,49.66,245.79,1429.74,969.64,460.1,EUR
20240309,4,25,4,3,1,INV604293,2,38.47,163.33,1194.97,5088.34,2914.29,2174.05,EUR
20240612,27,13,2,4,2,INV173957,2,48.2,62.48,537.64,2473.9,1328.59,1145.31,EUR
20250822,10,7,4,3,3,INV388851,3,1.53,32.29,3.07,46.33,24.59,21.74,EUR
20251005,39,16,2,11,2,INV413337,1,27.52,125.91,106.5,3358.54,2566.15,792.39,EUR
20241215,18,2,4,14,2,INV218318,4,21.87,42.01,130.42,788.34,598.86,189.48,EUR
20250513,19,8,1,2,3,INV732622,5,43.39,55.85,411.95,2011.38,1304.1,707.28,EUR
20251219,28,14,1,11,1,INV907346,3,42.27,149.16,1140.87,5164.12,3573.98,1590.14,EUR
20241202,27,22,3,6,1,INV113554,1,35.94,102.25,430.54,3244.32,1837.64,1406.68,EUR
20250320,18,4,4,9,3,INV978090,5,19.42,108.6,390.27,1718.74,1056.64,662.1,EUR
20250908,7,19,1,10,1,INV223179,2,18.67,137.8,465.04,2107.69,1320.57,787.12,EUR
20250207,3,12,4,14,2,INV701195,5,2.83,85.75,39.08,203.59,147.26,56.33,EUR
20250318,2,7,2,1,3,INV444941,1,15.32,88.31,7.68,1345.23,856.89,488.34,EUR
20240916,23,27,3,6,1,INV390070,4,39.4,71.66,394.77,2428.63,1676.83,751.8,EUR
20240613,14,18,3,12,2,INV889912,3,39.27,42.69,167.59,1508.85,794.65,714.2,EUR
20241226,40,18,2,6,2,INV206218,1,32.33,69.46,223.3,2022.34,1124.13,898.21,EUR
20250126,13,9,4,6,2,INV945044,4,44.89,153.41,1321.27,5565.3,3321.53,2243.77,EUR
20240424,13,19,3,9,3,INV773508,5,15.51,116.39,64.23,1740.98,1193.51,547.47,EUR
20240318,13,3,1,12,3,INV795405,4,42.76,37.7,109.67,1502.38,910.65,591.73,EUR
20240516,25,4,3,10,3,INV186205,3,49.97,94.08,38.34,4662.84,3097.97,1564.87,EUR
20251114,18,1,4,4,3,INV329612,2,43.88,93.67,667.11,3443.13,1871.73,1571.4,EUR
20241030,16,1,4,14,2,INV534661,5,28.01,117.94,272.42,3031.08,2286.56,744.52,EUR
20250817,26,21,4,12,2,INV841076,3,40.37,60.08,179.59,2245.84,1729.33,516.51,EUR
20240828,21,18,3,2,3,INV241025,3,43.14,197.39,420.48,8094.92,5354.65,2740.27,EUR
20240511,7,30,4,9,2,INV209898,5,12.16,76.19,130.1,796.37,631.48,164.89,EUR
20240817,30,9,1,8,3,INV559140,4,29.96,22.28,132.94,534.57,270.83,263.74,EUR
20250404,36,21,1,6,2,INV840618,2,4.13,77.34,60.99,258.42,150.61,107.81,EUR
20240915,2,23,4,7,3,INV901494,2,49.32,50.89,226.95,2282.94,1510.21,772.73,EUR
20251121,20,11,2,10,3,INV526919,2,38.55,196.23,887.9,6676.77,5066.47,1610.3,EUR
20250916,4,23,3,10,1,INV912248,1,31.08,110.66,502.4,2936.91,2113.89,823.02,EUR
20240911,39,25,2,14,1,INV130919,4,36.7,73.04,50.48,2630.09,1633.46,996.63,EUR
20251218,25,26,4,7,3,INV597452,2,42.52,44.77,118.48,1785.14,987.58,797.56,EUR
20250316,17,16,1,3,2,INV520927,2,12.11,197.27,302.44,2086.5,1255.9,830.6,EUR
20240406,34,9,1,10,1,INV684191,1,34.45,28.14,0.34,969.08,770.94,198.14,EUR
20240113,1,11,4,5,1,INV938900,5,28.6,173.28,947.26,4008.55,2230.94,1777.61,EUR
20250927,32,6,2,6,1,INV816367,2,30.39,119.06,645.09,2973.14,2116.61,856.53,EUR
20240630,33,5,4,1,3,INV140657,5,44.52,160.79,172.21,6986.16,5451.12,1535.04,EUR
20241025,7,12,2,10,3,INV275516,1,25.38,124.67,631.14,2532.98,1965.59,567.39,EUR
20250410,36,27,4,13,2,INV222034,5,4.21,56.78,6.76,232.28,183.06,49.22,EUR
20250517,13,26,4,1,2,INV161471,4,40.73,182.84,1053.97,6393.1,4805.81,1587.29,EUR
20240411,34,3,3,9,3,INV703022,5,26.56,153.82,525.55,3559.91,2081.72,1478.19,EUR
20240518,29,25,2,5,3,INV547028,4,22.32,25.65,2.73,569.78,302.72,267.06,EUR
20250728,31,20,4,5,2,INV924558,3,38.77,142.79,584.1,4951.87,2537.78,2414.09,EUR
20240401,20,29,2,11,2,INV875167,1,27.18,18.97,31.24,484.36,269.53,214.83,EUR
20250704,4,27,4,12,3,INV649437,2,25.93,139.42,32.33,3582.83,2021.96,1560.87,EUR
20250413,12,29,2,12,2,INV176507,2,25.27,118.52,367.2,2627.8,1349.56,1278.24,EUR
